seed,step,truth_coefficient,static_weight,dynamic_weight,dynamic_lag,window_start,window_end_exclusive,sample_count
113,571,0.5717877095,0.2922334298,0.5682632319,1,451,571,119
113,572,0.5745810056,0.2922334298,0.5624660015,1,452,572,119
113,573,0.5773743017,0.2922334298,0.5632336117,1,453,573,119
113,574,0.5801675978,0.2922334298,0.5628618311,1,454,574,119
113,575,0.5829608939,0.2922334298,0.5617958639,1,455,575,119
113,576,0.5857541899,0.2922334298,0.5659606207,1,456,576,119
113,577,0.5885474860,0.2922334298,0.5866147236,1,457,577,119
113,578,0.5913407821,0.2922334298,0.6092833990,1,458,578,119
113,579,0.5941340782,0.2922334298,0.6037930840,1,459,579,119
113,580,0.5969273743,0.2922334298,0.6064072629,1,460,580,119
113,581,0.5997206704,0.2922334298,0.6088606613,1,461,581,119
113,582,0.6025139665,0.2922334298,0.6114914154,1,462,582,119
113,583,0.6053072626,0.2922334298,0.6113807671,1,463,583,119
113,584,0.6081005587,0.2922334298,0.6095030001,1,464,584,119
113,585,0.6108938547,0.2922334298,0.6074980309,1,465,585,119
113,586,0.6136871508,0.2922334298,0.6029048624,1,466,586,119
113,587,0.6164804469,0.2922334298,0.6022632189,1,467,587,119
113,588,0.6192737430,0.2922334298,0.6017049373,1,468,588,119
113,589,0.6220670391,0.2922334298,0.6048788260,1,469,589,119
113,590,0.6248603352,0.2922334298,0.6101624536,1,470,590,119
113,591,0.6276536313,0.2922334298,0.6165717257,1,471,591,119
113,592,0.6304469274,0.2922334298,0.6187735112,1,472,592,119
113,593,0.6332402235,0.2922334298,0.6286159996,1,473,593,119
113,594,0.6360335196,0.2922334298,0.6292804072,1,474,594,119
113,595,0.6388268156,0.2922334298,0.6359831739,1,475,595,119
113,596,0.6416201117,0.2922334298,0.6397821672,1,476,596,119
113,597,0.6444134078,0.2922334298,0.6428154588,1,477,597,119
113,598,0.6472067039,0.2922334298,0.6420609955,1,478,598,119
113,599,0.6500000000,0.2922334298,0.6371935818,1,479,599,119
