date,target,strong_1,strong_2,strong_3,medium_1,medium_2,medium_3,medium_4,weak_1,weak_2,weak_3,weak_4,noise_1,noise_2,noise_3,noise_4
2017-04,-0.3991586362,-1.4241748205,-0.0395521273,-0.6032208248,1.3858459708,0.8619797855,0.6679348618,-0.5251742150,0.7985000914,0.8377342530,0.8744219084,0.3670351177,-0.1514209592,0.9924980549,-0.6623005523,3.1450030394
2017-05,-0.9559603882,-1.4515892706,-0.7611266537,-0.9189629568,-0.9051703735,0.7636389761,-1.4158205916,-1.2281262742,-0.4915076816,1.4273244226,-0.1140388674,1.2722830193,-2.6053806308,-1.3540081456,1.7884974009,1.2165458925
2017-06,-2.6556801607,-0.7407586962,0.6465389694,-1.2337257610,-0.9579107605,-0.5798580866,-0.1686932529,-1.7478712387,-0.7797037260,0.6725071402,-0.0794488680,-0.3340013744,0.5349237562,-0.4192796481,-1.2777538397,-1.5513619020
2017-07,-2.6129587882,-0.2706508246,0.8010027615,-1.1902145009,-0.0687875715,-0.0006807601,-0.6134242000,-1.9318984593,0.6195594173,0.5973390281,-1.1729756857,-1.0752453301,0.2645515782,0.2121766873,0.3898688654,0.5635129347
2017-08,-1.6945228061,-0.6282995569,1.0944942705,0.0444337111,-0.9065501726,0.3923339802,-0.2284534520,-1.6266394981,-0.1265195081,-0.8858200027,-0.7197800879,0.9737519651,1.4802094276,0.6579357569,0.8765720600,-0.7236831008
2017-09,-1.1937197263,-0.3589661553,1.8353137770,-0.0308900060,0.5339412997,-0.0770218444,-0.0851705316,-0.7742214731,0.9643574992,0.2265026288,-1.0406426354,0.8619146895,-0.0066233260,0.4213071467,0.2182895735,-1.7813091198
2017-10,-1.1915766806,-1.2517867376,-0.6737414597,-0.1660946156,2.1888531634,-1.4738766137,0.5119574313,0.0346334155,-0.4784576888,0.5302865892,-1.5261339829,1.5989057361,0.9656339054,1.1289087670,0.1663355091,-0.8934206165
2017-11,1.2118080262,0.4414875805,0.3339511013,1.2609303846,1.1449984807,1.1840229684,0.4336439755,0.2241570234,0.5625883556,1.5154147610,-1.8071705750,-0.6448247821,0.8984712971,1.0996830111,1.4425425440,-1.2224135688
2017-12,1.1041172567,-0.6267793358,-0.5108570341,0.6161895021,0.5426563983,0.1689739690,-1.6531416805,-0.2015216098,-1.8796753984,1.5817494141,-0.0366042340,-0.4615004016,0.2564796762,0.9363929597,-0.0833035900,1.1388395249
2018-01,-0.9210962911,-2.1425944565,-1.8390669274,-0.4639625831,0.5743276229,-0.0416459596,-0.3701290732,0.0975514111,-0.5864794409,0.2717390819,0.2854723128,0.5286725113,0.5540342842,0.6562399506,0.0505136717,0.8338707537
2018-02,-0.6574853259,1.0237007040,0.9091443364,-1.2214971001,0.7873144036,0.0713989528,-0.7455466315,0.7441426425,-0.2773547970,0.8479423298,-1.3580353987,-1.2042438507,-0.2996232767,0.0257705634,1.7724251494,0.8730654356
2018-03,-1.6319428431,-1.9018769000,0.6178157358,-0.6050100686,-0.1454557292,0.3241089433,0.7447071653,0.6603238695,0.1908021580,-1.0946749473,0.7767297132,-0.4587666440,-1.3597707379,-0.9269749947,2.5927305066,0.9846738684
2018-04,-1.7966895678,1.2035977398,-1.1678610137,-0.3521251387,-1.2074661662,-0.8454601903,1.0675648099,1.1517459523,-0.5656560980,-1.5974332824,0.0499796224,-0.4428153310,-1.8858792590,-0.2855382324,1.3330890984,0.8052866585
2018-05,1.8230659256,0.7678938428,-1.9678761231,0.3929148436,0.9657290596,-0.0675417754,-1.0989144437,-0.0620725271,0.7787764101,0.5316297030,1.0847543743,-1.1020800895,-1.1984441101,0.9405317940,0.1597885608,1.3322998191
2018-06,3.4610657819,0.0139112721,-0.2571113032,0.5969144964,-0.3410245058,-1.1944156466,-0.8913404533,0.5584735130,1.3934150082,1.0343716846,-0.0452286838,0.1133008166,-1.2414524430,0.4558853601,-0.2815755816,0.1532729153
2018-07,1.5229528977,-0.4528274823,-1.0246296204,0.5289780535,1.2796290969,-0.8323807749,-0.8485464805,1.8504196060,-0.3140951528,0.2483062730,-0.6901082875,0.0691450095,0.3875899399,1.9073697195,-0.4898785143,0.2328809759
2018-08,0.5176674369,1.9441366514,-1.0096914350,0.3371015326,-0.0778079393,0.4370775510,-0.3202623624,-1.3246781837,-0.1906872486,1.0866982179,-0.7687097009,-1.2020595874,0.8506063882,-1.2341228582,-2.1261180469,1.4985901122
2018-09,2.4590777327,-0.0510442999,-0.6317645802,-0.7845308855,0.3227508125,0.3217281777,-0.3634549608,-0.7850980371,0.1696074912,-0.2783004183,-0.4094859117,0.4558503159,0.5838171759,-0.6432606553,0.0493133975,1.8914639333
2018-10,0.5705965657,-0.1141138747,-0.1559867548,0.1081743583,0.0504176534,0.2643230521,0.6941542051,-1.0570109517,1.0391286959,0.1923978550,0.8518408575,0.2109971726,1.0152790611,1.6955589862,-0.8432348757,1.6209049771
2018-11,1.5723499545,-1.0728956386,-0.6056035477,-1.2151336436,-0.8831616737,-0.3664832181,-1.9261507758,-0.9137325404,-0.6983125542,0.1805165263,0.2010557356,1.3853558242,-0.1965344707,1.2663283198,0.6052058635,0.0120820468
2018-12,-1.6772924623,1.0728113037,0.2231372860,0.3242999041,0.3127841886,0.7160961985,0.3623879944,1.2542310118,-0.3479650827,-0.4054353956,-0.1800974767,-0.9018851553,-1.1490025402,0.1370077230,0.4177447297,0.4782874622
2019-01,0.0816087386,-0.0532528775,0.0023512489,0.1659174631,-0.4671679593,-0.4086359916,0.4886080885,1.2697181322,0.7511791282,-1.6299736242,-1.2984267161,0.3470854552,-0.7553285247,0.5955248506,-1.2832048402,-2.6728206402
2019-02,-0.6603610706,0.6090834937,1.5558160809,-0.5540423732,-1.4272020294,-2.8727453695,0.3273667982,2.1120529550,-0.3856283553,-0.8032667342,-1.9168123232,0.0371288553,0.5359900870,0.2055923278,-0.9112132753,-1.2897968053
2019-03,-2.1250927784,0.1690181530,0.0557876082,0.3112110459,0.7473398070,0.6194773076,0.6642166348,1.3676511147,0.6240343289,-1.6981197737,-1.2439398053,0.6128662801,1.0001418778,0.0761285439,-2.7494126189,-1.1398838906
2019-04,0.3456591672,0.7789978623,-1.1107132400,-0.0245916992,1.2924772652,1.3763599274,1.3263566330,0.9754227570,-1.2305938108,-2.8485004508,-0.0622741091,-0.3758621585,0.1093879200,0.2949054080,-0.0961036066,-0.6558874637
2019-05,2.6023043818,0.0245872617,-0.1021392677,-2.1206484882,0.4665799618,0.0931887742,-0.4853326514,0.9471068473,-1.7388608205,-2.1058042601,-0.6310847468,1.6680359397,-1.1271504400,1.4275429613,-0.7927350877,0.1411538464
2019-06,-0.7290427809,-0.0047808911,-0.5802005006,-1.1872998626,0.8286878415,-0.0805172927,0.0725129442,1.7446389827,0.1520429506,-1.0232649648,0.2854822874,-0.4835115076,-0.2213000893,0.2054155523,-1.0274011241,-0.9485866841
2019-07,-0.1466251246,-0.1585703152,-0.5637350602,1.1155993111,2.7320959037,0.6018629945,0.6546394271,0.0468629847,-0.5062312917,0.1112952287,1.2173889031,1.7805517585,-0.7967975379,-0.2491564116,-2.2689466111,-1.0778749727
2019-08,1.5700689916,-0.9189010424,2.4334593626,2.4067866746,0.1961823789,1.5096980543,-1.3269100515,-1.1732607502,0.2075179114,-0.9781341262,0.2224489610,0.3017802903,-0.5662912286,1.3284518380,1.0275631369,-0.7256141490
2019-09,-0.4015089254,-1.9695996369,1.9964840127,1.5588859657,0.3517648352,-0.8281990701,-1.3740239833,0.1223304073,1.1311032195,0.3686824259,-0.0549076740,-0.6576263418,1.1589948315,-1.2329236590,0.5856871170,0.4357344089
2019-10,-1.5976755800,-0.3246920847,1.1685787369,1.1482643139,1.5368679285,-2.3143220838,0.8997945713,0.0639552657,0.1653257166,1.9822914196,0.1795987592,0.7675782917,-0.1024875157,-1.2258037989,0.2379413870,0.2814147753
2019-11,0.1355439981,1.2511569701,-0.7342768939,1.0525849970,0.4181088318,0.9362549272,0.0363684416,-0.2441670897,-0.5082319141,1.1754997613,0.6891009093,-0.8022745196,0.6204406905,-0.0493199081,-3.0742945602,-0.3603453660
2019-12,2.2347960702,1.7495759573,0.7175845087,-1.8995735914,-0.8602066758,-1.1653385895,0.5700341130,0.1247227947,-0.9194584427,-0.5520379896,-0.5633742857,-1.7983782836,-0.6576977264,-0.1956817283,1.1448547213,-0.5329089258
2020-01,1.1090520138,1.2259851439,0.1141305722,-1.6129563648,0.2227096303,-0.0676940411,0.6240857945,0.0681200233,-0.2369358363,0.7888643175,0.6260624237,-0.7814138645,0.5100105110,-0.9056879084,1.0588151715,0.7979089928
2020-02,0.7604866288,-1.3003420999,1.2022222113,-0.2787140625,1.7270763513,1.4938726033,0.3912739577,-1.3507606984,0.9166533581,0.6200826458,-1.1836897497,0.3449367312,1.5585404152,0.4561537981,1.8761669712,1.3644725915
2020-03,-0.8095955844,0.1073462704,-0.4984021378,0.6446908157,-0.7466790955,-1.1898258277,-0.5491604088,-1.3107944620,0.2966591358,1.6781564185,1.6132922740,0.5267337824,-0.5927239616,-0.6433626925,1.7187191432,-1.0072472950
2020-04,1.2898856749,-1.1027429100,-0.2724914434,-0.7382018042,-0.6782862240,-2.5102593586,-0.0153546391,0.1059613411,0.3115512552,-0.3962545731,0.0513299553,-0.9815096825,-1.2343082217,-0.7653690257,1.4563934616,-1.9922232255
2020-05,0.5275619482,-0.7995596591,1.1708498631,-1.5677072230,0.3018781775,-1.0856736591,-0.3319488230,0.3612291802,1.4876447331,0.7837073476,0.2266524556,-2.1780646439,0.1909507762,-0.5015045726,-0.1337617324,-0.2714144413
2020-06,-1.3675970898,-1.3325965204,-0.6373705951,0.8199027098,0.3290253508,-0.1048239736,-0.7404145859,-1.3113825468,0.6321564688,0.5589191095,-1.1133806807,-1.7654328727,-0.7779374732,-1.6822307798,1.5899700843,-2.7293904052
2020-07,-1.0919547998,-0.8045809986,-0.1471864753,-0.9787158038,-0.5327171009,-0.3432808000,-0.0101426390,0.4195427485,0.8059319985,2.1868060626,0.0364631948,-1.4815937004,0.3815033039,-0.2564796071,0.7498239283,-0.7416803138
2020-08,-2.0849770993,1.0253254283,0.8601825366,-0.6008598940,0.0150450338,0.9092415388,-0.7404045632,-1.7099555601,-0.4003155697,0.9491507334,1.3531390447,-0.3533287417,0.6113299063,-0.4832438366,-1.5637326311,-0.2930809844
2020-09,-0.7016597181,0.7807206255,0.4370213034,-0.2996571627,0.7260178994,-0.4726373562,0.8841570795,-0.2492193405,0.5494188654,0.3873597957,0.0010718661,-1.0558736012,-0.2139234776,-1.6895756837,0.2802543546,-1.2173810226
2020-10,0.9695896383,-0.7208436068,1.0502082445,0.5368426285,0.6454450242,0.0621857137,0.6932798678,-0.1807692046,-1.2851338809,-0.1620237428,-1.4899029202,-2.1167216384,-0.3317443973,0.9577961229,-0.0059749303,-1.4604830928
2020-11,-0.6269585632,-0.2706329192,-1.0582595641,0.8451632266,-0.3225599660,-0.4157612840,0.7971687364,-0.6720974678,0.0118736277,1.3855982408,-1.2526885833,0.1299680890,-0.5369317059,1.1108567479,-1.5352431263,-0.9769612588
2020-12,0.8901064277,-0.2833256196,1.9099612092,-0.1631505988,-0.2710419712,-1.1215540141,-0.7579074224,-0.0244462525,-0.2825505837,0.4830938963,-0.6544215805,2.2791729070,0.3905494939,-1.3902723282,-2.0756914444,-0.4266944445
2021-01,-1.8834231093,-0.3274186286,-0.9042623513,0.5104249007,-0.8350609775,-0.4469093319,0.3072315525,0.4648323877,0.1751718173,1.0692669247,1.0545506304,1.0193583270,-2.0461244642,1.8227524976,-1.9497276945,-1.5204759090
2021-02,0.6411361278,1.4341796590,-1.0468138092,-0.0130293369,-1.4433090999,-0.3647448516,-0.6063994865,0.1506458315,-0.4814824763,0.4739813328,-0.4637557803,0.4328790344,-2.0799250397,1.7203046930,0.2883174760,1.5255107245
2021-03,0.3960236942,-0.6141343332,-0.9809708634,0.5055080151,-0.9703815622,1.3192257222,-1.0324429083,0.4284742408,-0.5299022269,0.9084775390,0.1515492930,0.2216209621,-0.8086905690,0.4914100572,-1.6980837781,1.1126033373
2021-04,-0.7667421311,0.7089983106,0.0578685153,0.1655301740,0.1425180261,0.7831191505,-0.2448631093,1.1106810896,-0.3267719064,2.6309509300,-1.7457686628,0.7639945931,-0.4231894534,0.9944150758,-2.3164344409,-0.7056600529
2021-05,-1.3961347454,-1.4730889443,-0.2853561070,0.6433388699,1.1564710192,0.0748171688,0.0867299248,-1.3313667941,0.1919707699,-0.0424905812,-0.6031540514,-1.7772633451,0.9350051238,0.3691276638,0.1639138642,-0.4610722837
2021-06,0.6776923389,0.1039516943,-0.4021494333,0.9533013875,-2.1006129042,-1.5752279048,-0.3668316379,-2.2045365158,-0.8405206879,0.8579492528,0.3203632046,-0.2405994062,-2.0695230848,-1.4899948226,-0.9571181836,-1.2857276339
2021-07,0.2632227634,1.9839490391,1.8489430449,-0.8702449112,-2.0527474937,-0.2235263899,-0.7687873865,0.6259405097,-0.0008083446,-0.1235837185,-1.8743548344,-1.0997081920,-2.1631136172,-1.4310398995,-1.4108251455,-0.5926876606
2021-08,-1.7518751489,-0.4374520260,-1.1720916441,-0.2283535578,0.9458167759,-2.3975552671,0.8905151931,1.4540468455,-0.7787203281,-2.1779798623,-1.6669474494,1.1620494353,0.7340616340,-2.1123246590,0.6172578563,1.1344663026
2021-09,0.4341127336,0.3794004004,1.1718479351,-1.1303726517,0.2768974723,0.8740586329,0.4864312499,-1.0287715558,0.3066011599,-0.8673287803,-1.3109547744,-0.6010338237,0.0072503452,-2.7790845284,2.4485513438,1.9577105600
2021-10,0.4221219449,-1.5452152334,-0.1670759316,2.4413357794,-0.8458853209,1.6264277786,0.8580801684,-1.1543586105,0.3432959294,-1.9628284222,-1.0133118269,1.0392970889,-0.7553653863,-1.6919033538,2.2187664470,0.3581195001
2021-11,0.6018594600,2.5870356034,-0.9867472481,0.9989359195,-1.5437669275,1.8080925050,0.2561503201,0.5612844114,0.8840487365,0.0266684513,0.0115921311,-0.3181852711,1.2853908403,0.1540474760,0.2467913839,1.3974350896
2021-12,1.9814417081,1.0330740062,-0.5234001767,-1.7989681627,-0.1917318355,-0.7027920806,0.6445426452,0.8414581766,-0.6204746989,0.5812970757,0.2310558911,-0.3685802529,-1.1080846515,-0.7890939061,0.6674674324,-2.1765239565
2022-01,1.1215099255,-0.8155025944,1.0130580826,-1.9007457890,1.3474816292,0.5671667822,2.0740437118,0.6930719655,-0.6323122743,0.7900928838,-1.1198757202,0.4919365859,-0.6553001199,-0.9737725246,-0.9461601930,-0.0032728306
2022-02,-2.2415130379,-1.5251580013,-0.5998661409,-0.9548320782,1.0276638445,-0.1301930298,0.7613822729,0.9294447056,0.9791489367,0.8285246480,-0.6759219061,-1.4880342969,-0.6672031329,-1.3579837182,-0.8923747208,-1.6257298271
2022-03,-1.6921871994,-1.1995620186,-2.0414391028,-0.5052576180,0.8085480064,1.8282070811,0.7408971466,0.4665467043,2.7451248685,0.1905523620,0.4302517678,0.5425301074,-0.4859437953,-1.8816972777,-1.4009731381,1.2396123036
2022-04,-0.2334374365,0.7035956102,0.3052522319,2.0686452414,-0.7138439273,1.1483960731,-0.4369235578,1.2158908548,0.3670165291,-0.5531441358,-0.0971733597,-0.2903120398,0.8593853314,-0.2650717355,-0.6638000851,-1.7801588802
2022-05,0.0783955730,0.7732663282,0.7641997315,0.7544847801,-1.3320186845,0.9810848648,-2.3158827166,0.0137767165,-0.5430570446,1.4085544467,-1.1715473554,0.5992324154,-2.9574859056,-0.9091740044,1.6994617473,-0.0564471948
2022-06,-1.4368532752,0.3155645881,-1.7510910376,-0.3590288355,-0.4631358572,1.6763217184,-0.4629759195,0.0071117400,0.5681541850,1.7887819992,0.9888274436,1.3868144529,-0.7478585887,0.8418076293,1.0879134336,-0.2877934932
2022-07,-1.0735522736,-0.8987333250,-0.5467038646,0.3667114123,0.1048268546,0.9604342430,-0.6391286222,-0.6882168538,-0.0433556154,-1.2427087170,-0.3429468018,0.3535007923,-1.0360757573,1.0651527945,0.0331244154,0.6219877070
2022-08,-0.4444363111,-0.9166822608,-0.3035761191,0.3875097819,-1.6502029981,0.0811469847,0.0489148275,0.4632574539,1.6002330923,-0.2196836620,2.7470816023,0.7056008777,-0.2938062982,0.9368800308,-0.3377377393,1.9280550787
2022-09,-0.0023251884,0.9121668583,-0.3814859784,0.3950975833,-0.2318014405,-0.6710106040,-0.5777524963,-0.3083625112,1.9098556310,0.8528169295,0.3795374880,-0.2871677577,-0.7924947289,-0.7267956082,0.9897121869,-0.1687990733
2022-10,2.0916883511,-0.1597216771,0.2734730498,0.0134780333,0.3778653053,0.0110850242,0.3496687800,-1.5539715914,0.8612436615,0.3496500929,0.0368096253,-0.0315377450,-0.0779098416,1.2860754654,0.7849665317,1.3854154592
2022-11,1.2581333470,0.5019850017,0.5456067577,1.2069399403,-1.9367530970,-0.4619960186,0.6712042939,-1.3405975940,1.1447513368,0.0392761088,-0.7323441271,0.5203089568,-0.4510946007,1.7035665908,0.4340784582,-0.4372126379
2022-12,1.3162904739,1.3040680853,-0.0994800373,-0.0942327691,-1.1752354947,-0.6988180682,0.8708329672,-0.1409937629,0.3049027180,0.0865736788,-1.3656743658,-0.8170203851,-0.7577809794,-0.8047640925,0.3463096019,-1.2909062167
2023-01,0.8004117969,-1.3790214014,-0.1412380044,-1.5899919052,0.5757358651,-0.0709541453,1.6759491596,-1.4982490024,-0.6352851623,-0.7052635838,-1.5937573331,-1.1489386428,0.4251634061,-0.2568748095,1.8456389595,-0.1842981342
2023-02,-0.5044718428,0.8970788875,1.7684210645,-1.1383047333,0.6505474780,1.2027287575,0.4696044848,2.0049480909,-2.6279764624,-1.5607704195,-1.1369993775,-1.0946246204,-1.0400590334,1.2795095084,0.5374138094,0.0269252163
2023-03,-1.6048806219,0.9660959008,-0.0560275650,-1.8516289298,-0.0886065741,-0.7175800195,-2.1059972247,1.1181994892,-1.8538569100,-1.7873433176,-0.0816019185,-2.9194776402,0.6152706482,0.8136727382,0.3209226711,0.8793504325
2023-04,-1.9471597085,1.2852645232,1.5986628186,-2.2334721262,0.9571104625,-1.3781723779,-0.3005694768,1.7577876133,-1.8750534034,-0.6085080927,0.5709373866,1.2125558377,-0.1868896535,1.3102128559,-0.3943232435,0.8528711427
2023-05,-0.8562079103,-0.5740086675,0.3318494745,0.7053992158,1.1839260714,-0.1670987453,-3.0116392527,0.9642653690,-1.5684045644,-0.0245699515,-0.7356211807,-0.0481652668,-0.9189766540,1.8527257899,0.6242870537,0.3356443279
2023-06,-1.7981432257,0.7482377965,1.7004074161,0.4748433673,-0.1100804443,-1.1510292520,-2.8722840812,1.7977004917,-0.2833420260,1.5702065174,-0.5285987026,-0.9898844780,-1.9021937777,1.3961624589,1.1496163904,-0.1963607799
2023-07,-1.6589239336,0.6601798728,-0.0231180316,-1.0940940555,-1.2978895758,0.6331249582,-0.7927149981,-0.8459178921,1.2927876203,-0.4022081809,1.3392459359,-1.9855443642,-0.8218624600,-1.2356796289,1.0818235626,-1.4532034976
2023-08,-0.8741630154,-2.1923486125,0.5778511023,-1.3549707001,-0.4441519976,-0.4613827250,-1.1165232990,-1.1161148823,-0.1272019289,0.2623251490,-0.1703437415,-1.1372702854,-0.2313356330,-1.7429510668,1.0698383947,-2.1517510429
2023-09,-3.5070315884,-0.4754547130,-0.4844888901,-0.9301905631,-0.9105527674,1.6294596777,-0.9637783904,0.0597771817,-0.5276860845,-0.8326794770,-1.4391765383,-1.1995811648,0.1326343565,-0.0377931190,-0.6753264917,0.3996301481
2023-10,-3.1463362929,-0.7253644035,-0.6728187252,-0.7862388916,-1.2490203005,1.8011366986,-0.5733895700,-2.8100100654,-1.1690114647,-0.8499569624,0.5608124621,0.2194910750,1.2986319580,-0.9798107218,-0.3901722425,1.8040883799
2023-11,-1.8510140513,-1.1391732679,-0.6021458585,0.4905780634,1.1175267715,1.0913760046,-0.4524148043,-2.7737773400,0.3798613393,-1.7236343636,-0.5751156735,0.7929662121,0.0185941054,-1.1030565434,0.7679060931,-0.0696584239
2023-12,0.0202294317,0.5383908289,1.0662768537,-0.4027634162,2.0350743539,0.8996712682,0.4630874921,-0.8709962552,-2.6432482292,-0.5845261607,0.7722587286,1.2342873272,2.7919808233,-1.0184781470,0.3649810226,-0.6273923338
2024-01,0.0917380385,0.1805819535,-1.7408074854,0.2732641339,-1.6458781912,-2.4777478588,-0.9873493498,-0.7748870718,-0.1132168934,-1.1122338842,2.3389042268,-0.4873835855,-0.8413588543,0.1025158100,-0.5079826663,0.0059693715
2024-02,2.0489411792,-0.3202427744,-1.5978148552,0.2499703354,-0.2348776140,-0.3656778595,-0.0953168370,0.4555218963,-0.4481761066,1.7760507323,1.6738266738,0.5916025690,1.2118533450,0.7126279525,0.3487733135,-1.6385445171
2024-03,0.8045179764,-1.2353064428,0.1574759705,0.6553698271,0.2298174410,0.8700291620,-1.3933688811,-0.4859849483,-0.2491715871,1.6844992454,0.7070152013,2.2022168372,0.5618042356,-0.4290338356,-0.2700168620,-0.4511119151
2024-04,-1.0704551280,-0.4765855632,-1.4304731210,0.4861662316,-1.4181937690,-1.6241512002,-1.5016726906,-1.1512245793,-0.9165936990,2.8259391463,-0.6587873455,0.5588477354,2.0864318486,-0.5117397396,2.2893705588,1.1619333010
2024-05,-0.7017327497,0.4271058135,-0.1523625066,1.7021779865,0.2219250737,-0.8691118683,-1.3055697033,-0.4925814724,1.5933653383,1.5013880213,-0.6543260801,-0.0137998227,2.2427791302,0.3873126148,0.7529834999,-0.7074717793
2024-06,2.4336117250,-1.1219195403,0.0425310299,1.7140911300,0.7121581950,1.9598578257,0.3967274976,2.0053099013,0.5265982649,-0.1650072279,-0.7159520501,-1.1774658506,1.2109953532,1.4446179883,1.6247246528,0.4350586806
2024-07,-0.6649943279,-0.5794451991,-1.4116642136,2.4804109914,-0.7618438226,2.6626504017,-2.2329129631,1.8132858160,-2.1504681739,-0.1067664775,-0.1871724616,-1.4535026162,-0.3404912688,0.6375496838,0.6677105978,0.0561327570
2024-08,-1.6025410117,0.0717679030,-0.6021039485,-0.1943928083,0.3826040428,-0.4405361144,-0.9683719754,0.5816598816,-1.5152761223,-0.0721479432,-0.5947374653,0.3824316811,-0.3425833987,-0.8109653107,1.4738833091,0.7574476505
2024-09,-0.5552140584,0.6889335062,1.5604730343,0.6704861481,-0.4173992955,0.4084729346,0.7501188916,0.2657922437,-2.2734633990,0.4629021117,-0.9345161629,-0.2503079065,0.2739598267,-1.7139403768,1.3717358155,0.3137055170
2024-10,-0.9081454290,0.6283167833,-0.9258469838,0.0036069874,-1.8355714551,-1.3076227619,0.0678152990,-0.3750421147,-0.7905905743,-1.6199875780,-0.9327764980,-0.4798159487,1.1472996829,-0.6148278306,1.0881663242,-0.1603936447
2024-11,0.2244704323,1.2620578501,0.7831115705,0.2476623457,-0.0587200093,0.3425522408,0.3640241913,-1.8668858894,-0.0942788321,-0.0658926841,0.8354110194,-0.5954871019,-0.2510568148,-0.4459810576,-0.5660297023,0.8746677185
2024-12,0.8773260654,0.3346626547,-0.5742120716,0.7786466751,0.2868495086,-1.8724345749,-0.5436257706,0.4655585461,0.8566611457,-0.8965867234,0.3885026338,-0.0118840877,-0.2940091422,-0.2381897598,-1.1455051079,-0.1182852107
2025-01,1.9173458273,-0.3201886825,-1.2261790738,0.2157790775,0.1951033599,1.5256418289,0.0192472023,0.0400999528,-1.2950237889,0.1422533749,0.4312339003,-0.3199838568,-0.6937965477,0.7385649800,-0.9989804471,-1.6409353378
2025-02,1.2905117738,0.7373857761,0.5661422947,-1.9291178236,-0.8471276474,0.4345881522,-0.2462669791,-1.2178974633,-0.6933630939,-0.0091825570,-0.7185705961,1.2690003168,0.3432040698,0.6304360336,0.2022662522,-1.3394624390
2025-03,-1.1485408701,-1.6231692273,0.6993646830,-1.9728101898,1.5029337933,-0.7777830236,1.5587238282,-1.2123964724,-0.0309190591,-0.2900398540,0.2479374317,-0.2813362901,0.9842838917,0.5173104903,1.7343418763,-0.3709755071
2025-04,-1.4528207487,-0.8452918231,-0.4504919102,-1.9210452812,-0.1168976460,-2.1729269069,-0.2836825861,-2.2544554811,-1.5528268895,-0.9665847602,0.1068428877,0.9546588334,1.0265876053,0.9557293682,0.2305349789,-0.2158449261
2025-05,-0.9643189655,-1.2177651872,-0.1319124172,0.8782574131,0.6211775972,-0.5559041286,2.1743507582,-0.3446547213,-1.1525991833,-2.0252973634,0.3896643098,-0.0093595162,-0.1828430215,-0.3281707079,-1.6720436038,0.4488636481
2025-06,1.1205799176,-1.1689655326,0.2660629476,-0.0696739848,0.6892053715,-0.6026808203,-0.8663011877,-0.6092601567,-1.9395057986,-1.4571743387,1.9201552497,0.6100468164,0.2328012063,1.3205608573,0.5475409611,0.0849278728
2025-07,0.0645734589,1.5361390034,-0.1974860744,-1.6430073717,-0.6477039852,-0.0106028821,-0.8822420667,0.2120069035,-0.2533865889,-1.3693476175,1.6282792482,0.3160840845,0.5379851746,2.5332460772,-0.1348630980,-0.5535569834
2025-08,-0.8815947973,-0.5389398570,0.6844519647,-1.5045339626,-0.3135923363,0.0802426264,-0.8526334666,1.5435546538,0.6286146744,-1.8033984798,1.1068443527,-0.5601229864,0.6874034283,0.0845907595,1.6083512112,-0.5273976603
2025-09,-1.9046703567,-0.4989676338,0.9931672170,0.2279564789,0.2605705982,-0.5490707366,0.7358745191,0.5690435776,-0.3591765082,-2.3534810389,0.8585821600,-1.6592415743,-1.3222715516,0.7476352256,0.3956675420,0.7077659976
2025-10,0.1624918797,0.3140521166,2.4755858871,-0.2215609122,-1.0811768703,-0.4908332496,-0.8009064802,1.1219878186,-0.0952242906,0.6525687062,-1.0240891632,-0.0422662886,-1.1995908668,-1.4316046307,1.3615686061,-1.3858113414
2025-11,-2.5284900511,0.2126611937,0.9656403034,-1.0189538037,-0.1117735906,0.4773540866,-0.6331654678,0.3146885802,1.2941158025,1.1213961250,-1.3743110040,-0.8920371997,-1.8741912423,-1.0791034840,0.7920050670,-0.8561449911
2025-12,-2.7082486252,1.7568552218,-0.5144067670,-0.8408623043,0.0173613708,1.7415498911,-0.1836386182,-2.3499615384,0.6397942011,1.1155931436,-1.6292716174,0.7307875835,0.0239997387,-0.7112602308,1.1952874548,0.9535692575
